SKU,Produto,Quantidade Vendida,Vendedor,Mês,Ano,Cidade,Estado,Preço,Total
HL2714,Tablet,2,Joao Silva,1,2018,Salvador,Bahia,1600,3200
HL8851,Notebook,4,Danilo Mendonça,10,2018,Salvador,Bahia,3500,14000
HL4379,Televisão,5,Andre Sampaio,12,2018,Goiânia,Goiás,2500,12500
HL1918,iPhone,5,Milena Alcoforado,10,2018,São Paulo,São Paulo,5300,26500
HL1918,iPhone,1,Marina Marins,3,2018,Fortaleza,Ceará,5300,5300
HL1918,iPhone,3,Philipe Morete,5,2018,Fortaleza,Ceará,5300,15900
HL2714,Tablet,2,Bianca Paz,4,2018,São Paulo,São Paulo,1600,3200
HL7348,SmartWatch,3,Fabio Boccaletti,1,2018,São Paulo,São Paulo,1400,4200
HL2714,Tablet,3,Fernanda Ferreira,2,2018,Fortaleza,Ceará,1600,4800
HL9962,Android,4,Amanda Braga,5,2018,Rio de Janeiro,Rio de Janeiro,3400,13600
HL1148,Câmera,3,Vitor Campos,1,2018,São Paulo,São Paulo,2100,6300
HL1148,Câmera,2,Lucas Lima,12,2018,São Paulo,São Paulo,2100,4200
HL7348,SmartWatch,4,Julia Teixeira,9,2018,São Paulo,São Paulo,1400,5600
HL4379,Televisão,3,Cícero Lima,1,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL8851,Notebook,2,Diego Marchesi,2,2018,Goiânia,Goiás,3500,7000
HL1148,Câmera,4,Bruna Rangel,6,2018,Belo Horizonte,Minas Gerais,2100,8400
HL9962,Android,5,Victor Gomes,6,2018,Fortaleza,Ceará,3400,17000
HL1918,iPhone,2,Bruna Soares,7,2018,São Paulo,São Paulo,5300,10600
HL7348,SmartWatch,1,Ana Monte,5,2018,Goiânia,Goiás,1400,1400
HL1918,iPhone,5,Tayla Lima,5,2018,Curitiba,Paraná,5300,26500
HL4379,Televisão,3,Gabriel Rubim,10,2018,Salvador,Bahia,2500,7500
HL7348,SmartWatch,1,David Assumpção,9,2018,Fortaleza,Ceará,1400,1400
HL1918,iPhone,4,Carolina Brum,8,2018,Rio de Janeiro,Rio de Janeiro,5300,21200
HL8851,Notebook,3,Beatriz Cavalcanti,6,2018,Goiânia,Goiás,3500,10500
HL4379,Televisão,2,Victor Lira,10,2018,Salvador,Bahia,2500,5000
HL1918,iPhone,4,Lívia Tanaka,11,2018,Fortaleza,Ceará,5300,21200
HL1918,iPhone,1,Bruna Rangel,7,2018,São Paulo,São Paulo,5300,5300
HL2714,Tablet,2,Lucas Reis,10,2018,Belo Horizonte,Minas Gerais,1600,3200
HL1918,iPhone,3,Luiza Marques,4,2018,Belo Horizonte,Minas Gerais,5300,15900
HL1918,iPhone,2,Maria Moita,2,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL1918,iPhone,1,Gustavo Azevedo,3,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL9962,Android,1,Breno Varella,1,2018,Goiânia,Goiás,3400,3400
HL2714,Tablet,1,Amanda Procaci,9,2018,São Paulo,São Paulo,1600,1600
HL1918,iPhone,4,Victor Oliveira,2,2018,Salvador,Bahia,5300,21200
HL1918,iPhone,5,Fabio Boccaletti,7,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL8851,Notebook,2,Roberta Nogueira,5,2018,Fortaleza,Ceará,3500,7000
HL4379,Televisão,3,Luíza Garcia,7,2018,São Paulo,São Paulo,2500,7500
HL1918,iPhone,4,Pedro Conceição,2,2018,Fortaleza,Ceará,5300,21200
HL1918,iPhone,1,Danilo Rubim,6,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL2714,Tablet,1,Lucas Reis,10,2018,Salvador,Bahia,1600,1600
HL8851,Notebook,3,Luis Garcia,3,2018,Rio de Janeiro,Rio de Janeiro,3500,10500
HL1918,iPhone,3,Thales Portillo,10,2018,Belo Horizonte,Minas Gerais,5300,15900
HL1148,Câmera,5,Amanda Roberto,11,2018,Goiânia,Goiás,2100,10500
HL4379,Televisão,5,Diego Mello,9,2018,Recife,Pernambuco,2500,12500
HL1148,Câmera,1,Eduardo Nunes,6,2018,Fortaleza,Ceará,2100,2100
HL1918,iPhone,2,Mariana Rotava,7,2018,São Paulo,São Paulo,5300,10600
HL1918,iPhone,2,Jeferson Sone,4,2018,Fortaleza,Ceará,5300,10600
HL1148,Câmera,1,Danilo Alves,5,2018,Porto Alegre,Rio Grande do Sul,2100,2100
HL2714,Tablet,3,Wilson Brandão,11,2018,Salvador,Bahia,1600,4800
HL4379,Televisão,4,Daniel Terra,4,2018,Recife,Pernambuco,2500,10000
HL1918,iPhone,3,Elena Barreto,8,2018,São Paulo,São Paulo,5300,15900
HL1918,iPhone,5,Guilherme Vianna,8,2018,Recife,Pernambuco,5300,26500
HL1918,iPhone,3,Isabela Teixeira,12,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL7348,SmartWatch,5,Raísa Rodrigues,8,2018,São Paulo,São Paulo,1400,7000
HL9962,Android,1,Mariane Racy,7,2018,Recife,Pernambuco,3400,3400
HL7348,SmartWatch,3,Jeferson Costa,3,2018,São Paulo,São Paulo,1400,4200
HL2714,Tablet,4,Luana Santos,11,2018,São Paulo,São Paulo,1600,6400
HL9962,Android,5,Guilherme Vianna,11,2018,Fortaleza,Ceará,3400,17000
HL7348,SmartWatch,4,Pedro Ayres,5,2018,São Paulo,São Paulo,1400,5600
HL9962,Android,4,Gabriel Thome,1,2018,São Paulo,São Paulo,3400,13600
HL4379,Televisão,4,Giovana Vilela,10,2018,Recife,Pernambuco,2500,10000
HL2714,Tablet,3,Pedro Bitencourt,12,2018,São Paulo,São Paulo,1600,4800
HL1918,iPhone,4,Victoria Mazza,3,2018,Rio de Janeiro,Rio de Janeiro,5300,21200
HL9962,Android,1,Roberta Nogueira,5,2018,Rio de Janeiro,Rio de Janeiro,3400,3400
HL1918,iPhone,1,Danilo Rubim,9,2018,Fortaleza,Ceará,5300,5300
HL8851,Notebook,2,Júlio Fraga,2,2018,Salvador,Bahia,3500,7000
HL1148,Câmera,1,Marina Cormack,4,2018,São Paulo,São Paulo,2100,2100
HL4379,Televisão,1,Gabrielle Viríssimo,6,2018,Recife,Pernambuco,2500,2500
HL1918,iPhone,3,Roger Rosa,12,2018,Belo Horizonte,Minas Gerais,5300,15900
HL2714,Tablet,5,Cícero Ramos,10,2018,Salvador,Bahia,1600,8000
HL4379,Televisão,1,Débora Lopes,10,2018,Porto Alegre,Rio Grande do Sul,2500,2500
HL4379,Televisão,2,Juliana Hollander,4,2018,Curitiba,Paraná,2500,5000
HL1148,Câmera,3,Fillipe Almeida,6,2018,São Paulo,São Paulo,2100,6300
HL8851,Notebook,1,Stefan Santos,8,2018,Belo Horizonte,Minas Gerais,3500,3500
HL8851,Notebook,5,Julia Leig,6,2018,São Paulo,São Paulo,3500,17500
HL4379,Televisão,3,Andreza Ramos,10,2018,São Paulo,São Paulo,2500,7500
HL4379,Televisão,5,Sandy Moreira,2,2018,Porto Alegre,Rio Grande do Sul,2500,12500
HL1918,iPhone,3,Carlos Portela,2,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL1918,iPhone,3,Bruna Soares,11,2018,Salvador,Bahia,5300,15900
HL1918,iPhone,4,Thayane Resende,7,2018,Salvador,Bahia,5300,21200
HL9962,Android,5,Arthur Fernandes,8,2018,São Paulo,São Paulo,3400,17000
HL7348,SmartWatch,4,Gabriel Thoni,7,2018,Salvador,Bahia,1400,5600
HL1918,iPhone,4,Rafaela Feio,6,2018,Salvador,Bahia,5300,21200
HL2714,Tablet,4,João Pedrazza,4,2018,Fortaleza,Ceará,1600,6400
HL4379,Televisão,1,Ulisses Filho,9,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL1918,iPhone,5,Anderson Martins,4,2018,Curitiba,Paraná,5300,26500
HL1918,iPhone,2,Natalia Accioly,9,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL1148,Câmera,1,Igor Lima,6,2018,Goiânia,Goiás,2100,2100
HL4379,Televisão,5,Caio Silva,12,2018,São Paulo,São Paulo,2500,12500
HL1148,Câmera,2,Thiago Veloso,4,2018,São Paulo,São Paulo,2100,4200
HL4379,Televisão,2,Pedro Costa,4,2018,Belo Horizonte,Minas Gerais,2500,5000
HL9962,Android,4,Milena Alcoforado,12,2018,Porto Alegre,Rio Grande do Sul,3400,13600
HL1918,iPhone,4,Rodrigo Mendes,5,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,1,Vanessa Rodrigues,2,2018,Porto Alegre,Rio Grande do Sul,5300,5300
HL4379,Televisão,1,Jeferson Costa,1,2018,Salvador,Bahia,2500,2500
HL8851,Notebook,4,Sthefeson Pereira,2,2018,Fortaleza,Ceará,3500,14000
HL9962,Android,4,Rafael Carneiro,8,2018,Fortaleza,Ceará,3400,13600
HL4379,Televisão,5,Bianca Ferezin,8,2018,Goiânia,Goiás,2500,12500
HL7348,SmartWatch,2,Joana Calmon,10,2018,Rio de Janeiro,Rio de Janeiro,1400,2800
HL1918,iPhone,2,Natalia Marinho,12,2018,Fortaleza,Ceará,5300,10600
HL1148,Câmera,3,Matheus Afonso,10,2018,Rio de Janeiro,Rio de Janeiro,2100,6300
HL2714,Tablet,2,João Ribeiro,12,2018,Recife,Pernambuco,1600,3200
HL7348,SmartWatch,5,Renan Melo,5,2018,Goiânia,Goiás,1400,7000
HL7348,SmartWatch,1,Juan Barbosa,11,2018,Rio de Janeiro,Rio de Janeiro,1400,1400
HL1148,Câmera,5,Pedro Lyra,2,2018,São Paulo,São Paulo,2100,10500
HL9962,Android,1,José Marques,11,2018,Porto Alegre,Rio Grande do Sul,3400,3400
HL1918,iPhone,4,Felipe Freitas,4,2018,Rio de Janeiro,Rio de Janeiro,5300,21200
HL4379,Televisão,3,Izabel Lopes,10,2018,Fortaleza,Ceará,2500,7500
HL1918,iPhone,5,Bruna Ramos,10,2018,Salvador,Bahia,5300,26500
HL1918,iPhone,3,Beatriz Perdomo,1,2018,São Paulo,São Paulo,5300,15900
HL9962,Android,1,Lucas Valim,8,2018,Fortaleza,Ceará,3400,3400
HL4379,Televisão,1,Rafaela Feio,9,2018,São Paulo,São Paulo,2500,2500
HL7348,SmartWatch,5,Guilherme Vianna,9,2018,Fortaleza,Ceará,1400,7000
HL7348,SmartWatch,2,Guilherme Monteiro,10,2018,Salvador,Bahia,1400,2800
HL4379,Televisão,2,Eduardo Soares,5,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL8851,Notebook,2,Eduardo Peluzo,4,2018,São Paulo,São Paulo,3500,7000
HL1918,iPhone,4,Felipe Paulo,9,2018,São Paulo,São Paulo,5300,21200
HL8851,Notebook,3,Alessandra Martins,6,2018,Curitiba,Paraná,3500,10500
HL2714,Tablet,5,Priscila Carvalho,2,2018,Curitiba,Paraná,1600,8000
HL9962,Android,3,Juliana Silva,8,2018,Curitiba,Paraná,3400,10200
HL2714,Tablet,5,Bruno Oliveira,2,2018,Salvador,Bahia,1600,8000
HL1148,Câmera,5,Bernardo Botelho,9,2018,Salvador,Bahia,2100,10500
HL7348,SmartWatch,3,Carolina Siqueira,4,2018,Goiânia,Goiás,1400,4200
HL4379,Televisão,2,Isabela Chagas,6,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL1148,Câmera,2,Izabel Miura,2,2018,Porto Alegre,Rio Grande do Sul,2100,4200
HL1918,iPhone,3,Diego Mello,10,2018,Fortaleza,Ceará,5300,15900
HL8851,Notebook,2,Priscila Suzano,4,2018,Fortaleza,Ceará,3500,7000
HL1918,iPhone,2,Marina Perdomo,1,2018,Belo Horizonte,Minas Gerais,5300,10600
HL1918,iPhone,3,Raul Junqueira,10,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL1918,iPhone,3,Ulisses Quinto,9,2018,São Paulo,São Paulo,5300,15900
HL4379,Televisão,3,Ian Almeida,7,2018,São Paulo,São Paulo,2500,7500
HL4379,Televisão,5,Yasmim Verly,12,2018,Goiânia,Goiás,2500,12500
HL7348,SmartWatch,1,Silvio Provenzano,11,2018,Porto Alegre,Rio Grande do Sul,1400,1400
HL4379,Televisão,1,Wilson Meirelles,3,2018,São Paulo,São Paulo,2500,2500
HL2714,Tablet,3,Fernanda Coutinho,8,2018,Goiânia,Goiás,1600,4800
HL4379,Televisão,1,Gabriel Thoni,4,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL9962,Android,5,Anna Silva,4,2018,Recife,Pernambuco,3400,17000
HL9962,Android,1,Ana Felippe,10,2018,São Paulo,São Paulo,3400,3400
HL1918,iPhone,2,Bárbara Lima,10,2018,Belo Horizonte,Minas Gerais,5300,10600
HL1918,iPhone,3,Jorge Carvalho,7,2018,Salvador,Bahia,5300,15900
HL1918,iPhone,4,Luiz Campista,1,2018,Fortaleza,Ceará,5300,21200
HL1148,Câmera,3,Luiza Farias,4,2018,Belo Horizonte,Minas Gerais,2100,6300
HL2714,Tablet,4,Wendela Mariz,3,2018,Fortaleza,Ceará,1600,6400
HL1918,iPhone,4,Eduardo Quindeler,7,2018,São Paulo,São Paulo,5300,21200
HL4379,Televisão,4,Ulisses Filho,1,2018,Fortaleza,Ceará,2500,10000
HL4379,Televisão,3,Luiza Cabral,5,2018,Porto Alegre,Rio Grande do Sul,2500,7500
HL7348,SmartWatch,4,Eduardo Vargas,4,2018,Rio de Janeiro,Rio de Janeiro,1400,5600
HL4379,Televisão,5,Vitor Campos,12,2018,Rio de Janeiro,Rio de Janeiro,2500,12500
HL8851,Notebook,1,Matheus Miranda,5,2018,São Paulo,São Paulo,3500,3500
HL4379,Televisão,2,Felipe Paulo,1,2018,Belo Horizonte,Minas Gerais,2500,5000
HL8851,Notebook,4,Rebeca Manhães,3,2018,Rio de Janeiro,Rio de Janeiro,3500,14000
HL1918,iPhone,5,Caio Ferreira,3,2018,Salvador,Bahia,5300,26500
HL1918,iPhone,5,Luiz Marinho,2,2018,Belo Horizonte,Minas Gerais,5300,26500
HL4379,Televisão,2,Bernard Pedrosa,1,2018,Porto Alegre,Rio Grande do Sul,2500,5000
HL8851,Notebook,1,Bruno Oliveira,9,2018,Goiânia,Goiás,3500,3500
HL7348,SmartWatch,3,Henrique Villanova,1,2018,Fortaleza,Ceará,1400,4200
HL2714,Tablet,1,Tadeu Sousa,4,2018,Rio de Janeiro,Rio de Janeiro,1600,1600
HL1148,Câmera,3,Deysiane Bach,12,2018,Rio de Janeiro,Rio de Janeiro,2100,6300
HL9962,Android,3,Eric Júnior,4,2018,Salvador,Bahia,3400,10200
HL9962,Android,2,Leandro Ferreira,7,2018,Goiânia,Goiás,3400,6800
HL1148,Câmera,3,Luis Garcia,5,2018,Curitiba,Paraná,2100,6300
HL9962,Android,3,Pedro Rodrigues,11,2018,Belo Horizonte,Minas Gerais,3400,10200
HL1148,Câmera,2,Wilson Miranda,1,2018,São Paulo,São Paulo,2100,4200
HL9962,Android,1,Fabio Ramos,8,2018,Salvador,Bahia,3400,3400
HL1918,iPhone,4,Raul Junqueira,9,2018,Porto Alegre,Rio Grande do Sul,5300,21200
HL1918,iPhone,1,Alon Pestana,3,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL8851,Notebook,4,Bruna Silva,3,2018,Fortaleza,Ceará,3500,14000
HL1918,iPhone,5,Adriana Passos,4,2018,Curitiba,Paraná,5300,26500
HL1918,iPhone,3,Raul Junqueira,10,2018,Goiânia,Goiás,5300,15900
HL9962,Android,4,Renan Ventura,3,2018,Rio de Janeiro,Rio de Janeiro,3400,13600
HL4379,Televisão,4,Luã Sá,4,2018,Salvador,Bahia,2500,10000
HL1918,iPhone,2,Julia Figueiredo,1,2018,Curitiba,Paraná,5300,10600
HL8851,Notebook,5,Gabriella Sagrillo,4,2018,Fortaleza,Ceará,3500,17500
HL1918,iPhone,5,Breno Varella,11,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL4379,Televisão,1,Luiz Xavier,3,2018,Belo Horizonte,Minas Gerais,2500,2500
HL9962,Android,4,Raissa Negrelli,6,2018,Rio de Janeiro,Rio de Janeiro,3400,13600
HL1918,iPhone,3,Stephanie Gonçalves,4,2018,Goiânia,Goiás,5300,15900
HL1148,Câmera,2,João Capitulo,9,2018,São Paulo,São Paulo,2100,4200
HL1918,iPhone,5,Beatriz Santos,8,2018,Fortaleza,Ceará,5300,26500
HL4379,Televisão,4,Carlos Mesquita,12,2018,Porto Alegre,Rio Grande do Sul,2500,10000
HL1148,Câmera,3,Eduardo Pacheco,1,2018,São Paulo,São Paulo,2100,6300
HL1148,Câmera,2,Jônatas Soares,12,2018,São Paulo,São Paulo,2100,4200
HL7348,SmartWatch,1,Pedro Dalforne,5,2018,Recife,Pernambuco,1400,1400
HL9962,Android,5,Rachel Silva,6,2018,São Paulo,São Paulo,3400,17000
HL7348,SmartWatch,5,Pedro Macckione,10,2018,Recife,Pernambuco,1400,7000
HL9962,Android,1,Bianca Paz,8,2018,Rio de Janeiro,Rio de Janeiro,3400,3400
HL1918,iPhone,5,Silvio Provenzano,9,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL1918,iPhone,3,Victor Soares,4,2018,Goiânia,Goiás,5300,15900
HL1918,iPhone,5,Arthur Rocha,2,2018,Goiânia,Goiás,5300,26500
HL1148,Câmera,3,Sandy Figueiredo,10,2018,São Paulo,São Paulo,2100,6300
HL2714,Tablet,5,Ulisses Arruda,5,2018,Rio de Janeiro,Rio de Janeiro,1600,8000
HL1148,Câmera,1,Aline Morais,8,2018,Fortaleza,Ceará,2100,2100
HL1918,iPhone,3,Luísa Fonseca,8,2018,Salvador,Bahia,5300,15900
HL4379,Televisão,5,Gabriel Pereira,2,2018,Fortaleza,Ceará,2500,12500
HL4379,Televisão,2,Leonardo Faria,12,2018,Belo Horizonte,Minas Gerais,2500,5000
HL4379,Televisão,4,Clarissa Santos,12,2018,Porto Alegre,Rio Grande do Sul,2500,10000
HL8851,Notebook,3,Juliana Goes,4,2018,São Paulo,São Paulo,3500,10500
HL4379,Televisão,5,Victor Lira,3,2018,Curitiba,Paraná,2500,12500
HL1918,iPhone,5,Marina Delgado,12,2018,Curitiba,Paraná,5300,26500
HL7348,SmartWatch,1,Luiza Marques,6,2018,São Paulo,São Paulo,1400,1400
HL2714,Tablet,4,Julia Penteado,7,2018,São Paulo,São Paulo,1600,6400
HL8851,Notebook,3,Vivianne Rodrigues,2,2018,Belo Horizonte,Minas Gerais,3500,10500
HL9962,Android,4,Larissa Nauenberg,1,2018,Recife,Pernambuco,3400,13600
HL7348,SmartWatch,3,Daniel Sousa,4,2018,Rio de Janeiro,Rio de Janeiro,1400,4200
HL4379,Televisão,2,Priscila Garcia,4,2018,Goiânia,Goiás,2500,5000
HL1918,iPhone,3,Daniel Felippe,1,2018,Curitiba,Paraná,5300,15900
HL4379,Televisão,4,Thais Rodrigues,1,2018,São Paulo,São Paulo,2500,10000
HL4379,Televisão,3,Luiza Procaci,4,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL1918,iPhone,2,Victor Soares,11,2018,São Paulo,São Paulo,5300,10600
HL1918,iPhone,4,Luiza Cavalcanti,1,2018,Rio de Janeiro,Rio de Janeiro,5300,21200
HL4379,Televisão,3,Stefan Santos,6,2018,São Paulo,São Paulo,2500,7500
HL4379,Televisão,4,Bernard Pedrosa,8,2018,São Paulo,São Paulo,2500,10000
HL2714,Tablet,1,Lucas Lima,10,2018,Fortaleza,Ceará,1600,1600
HL1918,iPhone,3,Vittorio Freitas,11,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL7348,SmartWatch,4,Joana Calmon,8,2018,Rio de Janeiro,Rio de Janeiro,1400,5600
HL4379,Televisão,2,Marina Marins,2,2018,Curitiba,Paraná,2500,5000
HL1918,iPhone,2,Kim Ferreira,7,2018,São Paulo,São Paulo,5300,10600
HL1148,Câmera,4,Bianca Allevato,8,2018,Recife,Pernambuco,2100,8400
HL2714,Tablet,4,Priscila Vogel,2,2018,Belo Horizonte,Minas Gerais,1600,6400
HL1148,Câmera,3,Giuseppe Bhering,6,2018,Fortaleza,Ceará,2100,6300
HL7348,SmartWatch,4,Pedro Jorge,11,2018,Rio de Janeiro,Rio de Janeiro,1400,5600
HL8851,Notebook,1,Laura Araujo,7,2018,Belo Horizonte,Minas Gerais,3500,3500
HL8851,Notebook,5,Michelle Pereira,9,2018,Belo Horizonte,Minas Gerais,3500,17500
HL1918,iPhone,4,Matheus Gomes,11,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,2,Bárbara Cavalcante,9,2018,São Paulo,São Paulo,5300,10600
HL1148,Câmera,5,Juliana Silva,12,2018,Goiânia,Goiás,2100,10500
HL1918,iPhone,2,Gabriella Lopes,9,2018,Porto Alegre,Rio Grande do Sul,5300,10600
HL4379,Televisão,5,Joyce Souza,4,2018,Fortaleza,Ceará,2500,12500
HL2714,Tablet,5,Thayane Resende,11,2018,São Paulo,São Paulo,1600,8000
HL8851,Notebook,1,Lucas Fontoura,12,2018,Salvador,Bahia,3500,3500
HL4379,Televisão,5,Cláudio Aragão,6,2018,Porto Alegre,Rio Grande do Sul,2500,12500
HL1918,iPhone,5,Patrícia Fernandes,6,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL8851,Notebook,3,Lara Moreira,11,2018,Salvador,Bahia,3500,10500
HL1918,iPhone,2,Livia Codeceira,3,2018,São Paulo,São Paulo,5300,10600
HL4379,Televisão,4,Luana Santos,2,2018,Goiânia,Goiás,2500,10000
HL7348,SmartWatch,1,Lucas Monte,7,2018,Porto Alegre,Rio Grande do Sul,1400,1400
HL2714,Tablet,2,Caio Moura,10,2018,Goiânia,Goiás,1600,3200
HL4379,Televisão,3,Camilla Cardeman,4,2018,Fortaleza,Ceará,2500,7500
HL4379,Televisão,3,Juliana Souza,1,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL2714,Tablet,2,Felipe Paulo,1,2018,Recife,Pernambuco,1600,3200
HL4379,Televisão,1,Renan Melo,1,2018,Curitiba,Paraná,2500,2500
HL1918,iPhone,5,Victoria Tavares,6,2018,Recife,Pernambuco,5300,26500
HL1148,Câmera,5,Leandro Rodrigues,6,2018,Belo Horizonte,Minas Gerais,2100,10500
HL1148,Câmera,2,Gabriel Azevedo,11,2018,Rio de Janeiro,Rio de Janeiro,2100,4200
HL4379,Televisão,5,Marcelo Magalhães,9,2018,Recife,Pernambuco,2500,12500
HL1918,iPhone,4,Eduardo Ferreira,2,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,3,Tiago Pereira,5,2018,Porto Alegre,Rio Grande do Sul,5300,15900
HL4379,Televisão,2,Julia Aliani,5,2018,Belo Horizonte,Minas Gerais,2500,5000
HL2714,Tablet,3,Tayla Lima,8,2018,São Paulo,São Paulo,1600,4800
HL2714,Tablet,3,Maike Pereira,7,2018,Salvador,Bahia,1600,4800
HL8851,Notebook,1,Felipe Cavalcanti,11,2018,Belo Horizonte,Minas Gerais,3500,3500
HL8851,Notebook,2,Alexandre Rodriguez,6,2018,Recife,Pernambuco,3500,7000
HL9962,Android,2,Cláudio Aragão,10,2018,Curitiba,Paraná,3400,6800
HL1918,iPhone,1,Fabio Ramos,1,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL1918,iPhone,5,Renan Ventura,2,2018,Recife,Pernambuco,5300,26500
HL8851,Notebook,4,Caio Moraes,7,2018,Curitiba,Paraná,3500,14000
HL1918,iPhone,1,Alessandra Martins,4,2018,Fortaleza,Ceará,5300,5300
HL1148,Câmera,5,Vanessa Rodrigues,10,2018,São Paulo,São Paulo,2100,10500
HL7348,SmartWatch,3,Alon Guedes,5,2018,Rio de Janeiro,Rio de Janeiro,1400,4200
HL9962,Android,5,Raíssa Oliveira,8,2018,Goiânia,Goiás,3400,17000
HL8851,Notebook,4,Wilson Meirelles,6,2018,São Paulo,São Paulo,3500,14000
HL1918,iPhone,2,Mariana Baptista,10,2018,São Paulo,São Paulo,5300,10600
HL1918,iPhone,1,Isabelle Gonçalves,9,2018,Curitiba,Paraná,5300,5300
HL7348,SmartWatch,2,Livia Cozendey,8,2018,Belo Horizonte,Minas Gerais,1400,2800
HL1918,iPhone,3,Natália Appel,9,2018,Belo Horizonte,Minas Gerais,5300,15900
HL1918,iPhone,1,Roberto Mattos,6,2018,Fortaleza,Ceará,5300,5300
HL4379,Televisão,4,Michelle Pereira,6,2018,São Paulo,São Paulo,2500,10000
HL1918,iPhone,4,Renan Nucci,10,2018,Recife,Pernambuco,5300,21200
HL1148,Câmera,2,Tadeu Sousa,7,2018,São Paulo,São Paulo,2100,4200
HL7348,SmartWatch,2,Daniel Valente,8,2018,Fortaleza,Ceará,1400,2800
HL4379,Televisão,4,Priscila Garcia,11,2018,São Paulo,São Paulo,2500,10000
HL1918,iPhone,2,Juliana Barreira,4,2018,Salvador,Bahia,5300,10600
HL8851,Notebook,4,Anderson Cavalcanti,9,2018,Rio de Janeiro,Rio de Janeiro,3500,14000
HL4379,Televisão,4,Luis Villanova,10,2018,Curitiba,Paraná,2500,10000
HL4379,Televisão,5,Rafaella Mello,3,2018,São Paulo,São Paulo,2500,12500
HL9962,Android,3,Maria Motta,6,2018,Porto Alegre,Rio Grande do Sul,3400,10200
HL7348,SmartWatch,3,Fernanda Rubim,10,2018,São Paulo,São Paulo,1400,4200
HL1918,iPhone,3,Renan Freire,7,2018,Fortaleza,Ceará,5300,15900
HL4379,Televisão,4,Renan Nascimento,3,2018,Curitiba,Paraná,2500,10000
HL1148,Câmera,3,Lucas Rocha,4,2018,Fortaleza,Ceará,2100,6300
HL2714,Tablet,3,Isabel Mesquita,11,2018,Recife,Pernambuco,1600,4800
HL4379,Televisão,3,David Assumpção,9,2018,São Paulo,São Paulo,2500,7500
HL1918,iPhone,3,Guilherme Rachide,7,2018,Goiânia,Goiás,5300,15900
HL2714,Tablet,5,Lorena Kohn,10,2018,Goiânia,Goiás,1600,8000
HL1918,iPhone,2,Carlos Azevedo,6,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL2714,Tablet,3,Luis Souza,7,2018,Fortaleza,Ceará,1600,4800
HL9962,Android,2,José Carvalho,6,2018,Rio de Janeiro,Rio de Janeiro,3400,6800
HL1918,iPhone,1,Luíza Goulart,2,2018,Fortaleza,Ceará,5300,5300
HL9962,Android,4,Danilo Alves,9,2018,São Paulo,São Paulo,3400,13600
HL1918,iPhone,5,Andressa Nóbrega,8,2018,Belo Horizonte,Minas Gerais,5300,26500
HL2714,Tablet,3,Henrique Lencastre,11,2018,Fortaleza,Ceará,1600,4800
HL1918,iPhone,1,Marina Delgado,10,2018,São Paulo,São Paulo,5300,5300
HL1918,iPhone,4,Helvio Pedrosa,11,2018,Fortaleza,Ceará,5300,21200
HL4379,Televisão,1,Raphael Coelho,8,2018,Goiânia,Goiás,2500,2500
HL4379,Televisão,5,Bernardo Soares,11,2018,Salvador,Bahia,2500,12500
HL7348,SmartWatch,4,Victor Lira,3,2018,Rio de Janeiro,Rio de Janeiro,1400,5600
HL7348,SmartWatch,5,Debora Silva,1,2018,Rio de Janeiro,Rio de Janeiro,1400,7000
HL9962,Android,4,Philipe Morete,3,2018,Fortaleza,Ceará,3400,13600
HL4379,Televisão,1,Wen Braga,2,2018,São Paulo,São Paulo,2500,2500
HL7348,SmartWatch,3,Renan Cunha,7,2018,Porto Alegre,Rio Grande do Sul,1400,4200
HL2714,Tablet,4,Silvio Fahrnholz,12,2018,Fortaleza,Ceará,1600,6400
HL9962,Android,2,Maria Junior,12,2018,Goiânia,Goiás,3400,6800
HL9962,Android,4,Carolina Brum,2,2018,São Paulo,São Paulo,3400,13600
HL1918,iPhone,2,Jessica Ferreira,9,2018,Fortaleza,Ceará,5300,10600
